full_text,Sentiment
"PM Modi's Bilateral Meet with Bangladesh PM Sheikh Hasina | State Visit Highlights | Amaravati Today
https://t.co/P6h9ls5sUx

#PMModi #SheikhHasina #IndiaBangladeshRelations #BilateralMeeting #HyderabadHouse #NewDelhi #Diplomacy #StateVisit #IndiaBangladeshTies #ModiHasinaMeeting https://t.co/qDEo3r5nk7",
"Prime Minister Sheikh Hasina on Saturday said the proposed national budget for the fiscal year 2024-25 was not an ambitious one, vowing to take Bangladesh one step forward through the implementation of the new budget.

Read more... https://t.co/sI5daSupuL https://t.co/JBY5rPcHD1",
"@albd1971 #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
"@Michael94617501 @doctor_oxford During the Blair time we had an army, the brittish army can't pick a war anymore specially in those countries where they're our targets for oil and money. Do you think if Starmer decides to pick a war with despot Sheikh Hasina of Bangladesh we will have the support of Brittish â˜ªï¸",
"Signed by Bangladesh and Indian Railway during Prime Minister Sheikh Hasinaâ€™s recent India visit, Dhaka Tribune has reported.
BD influx!!!?",
@Cobratate What are your thoughts on Sheikh Hasina?,
"@SADigestOnline @ruchirsharma_1 Sheikh Hasina is like congress of Bangladesh, Hindus will vote only to them. Khalida Zia is more redical.",
"https://t.co/NKrHcb0NFoâ€¦
Prime Minister Sheikh Hasina sought Sweden's support for Bangladesh's smooth transition and graduation from the least developed countries (LDCs). https://t.co/Exb7hHd86O",
"https://t.co/NKrHcb0NFoâ€¦
""There is nothing to be jealous of.  Muhammad Yunus may come and have a debate with me as is done in the USA""....Prime Minister Sheikh Hasina https://t.co/CojB7bCL2b",
"Since Sheikh Hasinaâ€™s returned to power earlier this year in January, she underlined: ""#India is our major neighbour, trusted friend and regional partner. #Bangladesh-#India relations are growing at a fast pace."" Harsh V. Pant https://t.co/J5hDOD4UuJ",
"UK leader Keir  Starmer is saying UK already has an agreement with Sheikh Hasina of #Bangladesh on migrants and other issues.

#SheikhHasina will be selling the British-Bangladeshi ex-pats short.",
"@GloriousKranti @KraantiKumar à¤…à¤¸à¤¹à¤¤ à¤¹à¥€ à¤¨à¤¹à¥€, à¤¯à¤¹ à¤¬à¤¾à¤¤ factually incorrect à¤¹à¥ˆ, 

à¤ªà¤°à¤¿à¤µà¤¾à¤° à¤µà¤¾à¤¦ à¤¹à¤®à¤¾à¤°à¥‡ (Indian) DNA à¤®à¥‡à¤‚ à¤¹à¥ˆ, Pakistan à¤®à¥‡à¤‚ à¤¬à¥‡à¤¨à¤œà¥€à¤° à¤­à¥‚à¤Ÿà¥à¤Ÿà¥‹, Bangladesh à¤®à¥‡à¤‚ à¤†à¤œ Sheikh Hasina Wazed daughter of Sheikh Mujibur Rahman, founding father &amp; first president of Bangladesh, example à¤¹à¥ˆà¤‚",
"HPM Sheikh Hasina has implemented MEGA projects in ðŸ‡§ðŸ‡© &amp; put it on the international map as a stable country attracting foreign investment.

Khaleda Zia is a convict serving a prison sentence",
"Prime Minister Sheikh Hasina
urged Awami League Leaders
to thwart conspiracy against
development, democracy.
@albd1971 #Bangladesh https://t.co/QzmGQ63tuK",
"Prime Minister Sheikh Hasina
urged Awami League Leaders
to thwart conspiracy against
development, democracy.
@albd1971 #Bangladesh https://t.co/ApKPlEkHnN",
"@Scientits Golda Meir was PM at 76. Indira Gandhi was assassinated at 66 but showed no signs of planning to retire. Sheikh Hasina, PM of Bangladesh, will be 77 in September. Margaret Thatcher was defeated as PM at 65, but if she had won the election she could have been PM at 70.",
"@StayWithHasina @albd1971 @MohibulC_Nowfel #SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",
@ABPartyBD Sheikh Hasina is a puppy,
@USAmbUN Bangladeshi narcissist prime minister Sheikh Hasina has been blatantly disregarding the plight of women in Bangladesh. https://t.co/Ocv50dlezw,
@SenCapito @MariaBartiromo @FoxBusiness Bangladeshi narcissist prime minister Sheikh Hasina has been blatantly disregarding the plight of women in Bangladesh. https://t.co/Y5GGm3VevG,
"â€˜I will die if isolated from the peopleâ€™
--Prime Minister Sheikh Hasina

&gt; Says people are her lifeblood
&gt; Asks SSF not to isolate her from people
@albd1971 @StayWithHasina https://t.co/KaGngJhbaI",
@IRIglobal Bangladeshi Islamist prime minister Sheikh Hasina's party members are attacking and vandalizing minority properties with impunity. https://t.co/rEw7GmJUKk,
"â€˜I will die if isolated from the peopleâ€™
--Prime Minister Sheikh Hasina

&gt; Says people are her lifeblood
&gt; Asks SSF not to isolate her from people
@albd1971 @StayWithHasina https://t.co/fLz7HLXSOu",
"â€˜I will die if isolated from the peopleâ€™
--Prime Minister Sheikh Hasina

&gt; Says people are her lifeblood
&gt; Asks SSF not to isolate her from people
@StayWithHasina @albd1971 https://t.co/3hmKbpbKkp",
@ElonMuskVines Sheikh Hasina ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©â¤ï¸â¤ï¸â¤ï¸ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©,
"@ElonMuskVines Sheikh Hasina, the prime minister of Bangladesh",
"Just a reminder for those that don't know, that Tulip is the niece of the Bangladeshi PM and dictator
Sheikh Hasina",
"@ElonMuskVines Worst and hated leader ""Sheikh Hasina""",
@ElonMuskVines Sheikh Hasina ðŸ‡§ðŸ‡©.,
"Why will India's train pass over the chest of Bangladesh?
Sheikh Hasina, who gave you this permission, this country is not your or your father's property that you can allow anyone to use Bangladesh. https://t.co/1F0OvJl176",
"Read Full News: https://t.co/VwPlDUzwWC

Prime Minister Sheikh Hasina announced plans to establish computer labs in every government primary school across Bangladesh during the 'Primary Education Medal' ceremony at the Osmani Memorial Auditorium

Source: @rtvonline https://t.co/DEqKys5xRN",
"@hindu8789 Given how NO ONE, especially ðŸ‡®ðŸ‡³, is speaking up for them &amp; raising their issue w/ Sheikh Hasina, w/ whom they have plenty of leverage, thanks to all the freebies ðŸ‡§ðŸ‡© gets from ðŸ‡®ðŸ‡³, does anyone blame this poor family for converting to â˜ªï¸?  Particularly when all their oppressors stop",
@hatefreeworldX @ElonMuskVines Sheikh Hasina in BD,
@ElonMuskVines Sheikh Hasina ðŸ‡§ðŸ‡©,
@ElonMuskVines Sheikh Hasina in Bangladesh ðŸ‡§ðŸ‡©,
@ElonMuskVines Sheikh Hasina ðŸ‡§ðŸ‡©,
@ElonMuskVines South Asia's most corrupt Prime Minister Sheikh HasinaðŸ‡§ðŸ‡©,
@ElonMuskVines South Asia's most corrupt Prime Minister Sheikh HasinaðŸ‡§ðŸ‡©,
@ElonMuskVines Sheikh Hasina,
"@ElonMuskVines Bangladesh Prime Minister Sheikh Hasina's dictatorship is therefore not elected by the people, the police force has become the army and the prime minister",
@ElonMuskVines Ebrahim Raisi of Iran... Then Sheikh Hasina of Bangladesh,
@ElonMuskVines Sheikh Hasina,
@ElonMuskVines Sheikh Hasina,
@ElonMuskVines Sheikh Hasina ðŸ‡§ðŸ‡©,
"Prime Minister Sheikh Hasina on Tuesday said her visit to India was short but fruitful.
The visit was short but very fruitful. I think this visit will play a very pivotal role in strengthening the existing excellent relations between India and Bangladesh.. https://t.co/TWHsaL7JwR",
"Prime Minister Sheikh Hasina on Tuesday said her visit to India was short but fruitful.
https://t.co/y3Qt9tgMSH",
"Prime Minister Sheikh Hasina said her visit to India was short but fruitful.

I think this visit will play a very pivotal role in strengthening the existing excellent relations between India and Bangladesh
https://t.co/vQEuE21TaM",
@WorldTimesWT Bangladesh prime minister Sheikh Hasina,
@ElonMuskVines Bangladesh prime minister Sheikh Hasina,
@ElonMuskVines Sheikh Hasina,
@MushfiqulFazal Trump is like a Sheikh hasina.,
"@AnnieForTruth I agree! The @GOP is so behind in trusting women, especially of color.  Yet the  Danes trusted Mette Frederiksen as Prime Minister of Denmark, the Slovakians voted Zuzana ÄŒaputovÃ¡ as their President, the Bangladeshi
Sheikh Hasina as Prime Minister, &amp; Kaja Kallas as Estonian PM.",
"â€œDemocratic lawmakers watching the debate were worried about the President's performance. One said it was a disaster. Another called it a trainwreck.â€

Can you imagine someone from the Awami League calling out Sheikh Hasina for her poor performance on certain things like that?",
@WorldTimesWT sheikh hasina,
@ElonMuskVines Sheikh Hasina,
"@MushfiqulFazal My dream is to watch a debate like this between Sheikh Hasina &amp; Khaleda Zia or Tareq Rahman &amp; Joy. Where the host will be @khaledmuhiuddin. 

But its not gonna happening in this century.",
@ElonMuskVines Sheikh Hasina Bangladesh ðŸ‡§ðŸ‡©ðŸ‡§ðŸ‡©,
@ElonMuskVines Sheikh Hasina,
@MattooShashank India is currently doing same in Bangladesh. With Indian puppet like Sheikh Hasina they are Sikkimization of Bangladesh.,
"https://t.co/RxQtFncjeo

China ""Behaving like Pirates"" | India's Tibet Policy | Vantage this Week with Palki Sharma

Also on the show:
-Putin-Kim Bromance
-Putin in Vietnam
-Sheikh Hasina in India
-India: NEET-NET Row
-Kenya: Anti-tax Protests",
"https://t.co/MjYJJEUJ5M
à¦°à¦¾à¦œà§à¦¯à§‡à¦° à¦®à§à¦–à§à¦¯à¦®à¦¨à§à¦¤à§à¦°à§€à¦° à¦œà¦¨à§à¦¯ à¦¬à¦¾à¦‚à¦²à¦¾à¦¦à§‡à¦¶à§‡à¦° à¦ªà§à¦°à¦§à¦¾à¦¨à¦®à¦¨à§à¦¤à§à¦°à§€ à¦¶à§‡à¦– à¦¹à¦¾à¦¸à¦¿à¦¨à¦¾ à¦¦à§‡à¦¶à§‡à¦° à¦¬à¦¿à¦–à§à¦¯à¦¾à¦¤ à¦¹à¦¾à¦¡à¦¼à¦¿ à¦­à¦¾à¦™à§à¦—à¦¾ à¦†à¦®, à¦œà¦¾à¦¤à§€à¦¯à¦¼ à¦®à¦¾à¦¸ à¦‡à¦²à¦¿à¦¶ à¦“ à¦°à¦¸à¦—à§‹à¦²à§à¦²à¦¾ à¦ªà¦¾à¦ à¦¾à¦²à§‡à¦¨
Bangladesh Prime Minister Sheikh Hasina gifts for the Chief Minister of the State https://t.co/G02KXe8jqG",
@ElonMuskVines Most popular Leader is Sheikh Hasina,
"@True45006697 BJP-RSS party hate muslim majority Bangladesh and illegal muslim BD immigrants.
But otherhand PM Modi praise BD PM sheikh hasina and want to do good relationship with BD.
Indian high commission is issuing many medical and tourist visa in BD.
It's totally double standard for BJP.",
"Indian Navy Chief Admiral Dinesh K Tripathi calls on Bangladesh PM Sheikh Hasina
https://t.co/4DCtIbXAj5 https://t.co/rbBQtrj52n",
"Ã€ l'invitation du Premier ministre chinois Li Qiang, la PremiÃ¨re ministre de la RÃ©publique populaire du Bangladesh Sheikh Hasina effectuera une visite officielle en Chine du 8 au 10 juillet, a annoncÃ© jeudi la porte-parole du ministÃ¨re chinois des Affaires Ã©trangÃ¨res Mao Ning. https://t.co/6HgxyKEckp",
"BREAKING:

Former Bangladesh PM Khaleda Zia on 'deathbed': BNP leader

The party leader accused Bangladesh Prime Minister Sheikh Hasina for depriving Khaleda Zia of advanced medical treatment abroad

Accusing Prime Minister Sheikh Hasina of a â€œpersonal political vendettaâ€ against https://t.co/Z3ULoXlcA3",
An MoU was signed between #India's #DSSC #Wellington and Bangladesh's #DSCSC #Mirpur to strengthen ties in military #education. This agreement was finalized during #Bangladesh Prime Minister Sheikh Hasina's recent visit to India. https://t.co/KYP5HClLp0,
"C_IA desperate to oust Sheikh Hasina after they failed to remove her in elections.

Using colour revolution &amp; student protest is a common modus operandi of regime change.

US want a pliable state with a military base &amp; plan to control India from east side thus control Asian trade https://t.co/g2Qkcv1wY9",
Sheikh Hasinaâ€™s New Delhi visit reshapes regional dynamics https://t.co/jlwNnJPGSn,
MluvÄÃ­ ÄÃ­nskÃ©ho ministerstva zahraniÄÃ­ Mao Ning (Mao Ning) oznÃ¡mila: PremiÃ©rka Sheikh Hasina z BangladÃ©Å¡skÃ© lidovÃ© republiky na pozvÃ¡nÃ­ ÄÃ­nskÃ©ho premiÃ©ra Li Qiang (Li ÄŒchiang) ze StÃ¡tnÃ­ rady uskuteÄnÃ­ ve https://t.co/BhezU6tttt,
"Bagldesh's PM Sheikh Hasina was in #NewDelhi last week. This was her second trip to #India in two weeks, showing the seriousness with which both these nations are carrying forward their relations. 1/3 @IndoPac_Info https://t.co/ZRwZ2PBNHM",
"BANGLADESHI PM TO VISIT CHINA

At the invitation of Chinese Premier Li Qiang, Prime Minister Sheikh Hasina of Bangladesh will pay an official visit to China from July 8 to 10, announced a foreign ministry spokesperson.

Follow @LiveupdatesUS for more 
Trending: Norway The Sun https://t.co/9p8q9EnN6U",
"Bangladesh will host a trade and investment summit in Beijing during Prime Minister Sheikh Hasinaâ€™s upcoming state visit to China.

READ MORE - https://t.co/GpcfkhHQH4 https://t.co/bW8ByRGkAs",
"Prime Minister Sheikh Hasina on Saturday offered prayers at the mazar of Father of the Nation Bangabandhu Sheikh Mujibur Rahman in Tungipara of Gopalganj.

Read More-
https://t.co/y1SKMZwLMj https://t.co/SUZC4TC4rs",
"Prime Minister Sheikh Hasina on Tuesday described Bangladesh-India relationship as â€œmodelâ€ and â€œexampleâ€ for others as both countries have resolved many problems through dialogue.

READ MORE - https://t.co/0428e0o6mP https://t.co/VG2qL8ulJ6",
Sheikh Hasina DeclaresÂ All-OutÂ War Against Corruption in Bangladesh - https://t.co/k66qQaK3bA #*FuckedGovernement #fucked #government,
"Prime Minister Sheikh Hasina today (3 July) defended her government's decision to allow transit facilities to India, stressing that Bangladesh can't keep its doors closed in this current global situation.

Link in Comments

#traintransit #IndiaBangladesh #SheikhHasina #TBSNews https://t.co/SCoihwyX17",
"#Bangladesh ðŸ‡§ðŸ‡© observa hoy la prÃ³xima visita a #China ðŸ‡¨ðŸ‡³ de la primera ministra Sheikh Hasina como un paso fundamental para acelerar el desarrollo del paÃ­s surasiÃ¡tico
ðŸ‘‡ðŸ¾ðŸ‘‡ðŸ¾ðŸ‘‡ðŸ¾
https://t.co/IjIP0c4AI4
(Foto de Archivo) https://t.co/df99QcVBm5",
"Prime Minister Sheikh Hasina said that #AwamiLeague government is mulling #electricity production fromÂ #hydrogen and ammonia alongside the production of #RenewableEnergy in theÂ 
country. 
ðŸ‘‰  https://t.co/F5Fn4dd6RU https://t.co/56rdlgmJxH",
"Bangladesh will seek Chinaâ€™s assistance to implement a total of seven power and energy projects involving around US$1.0 billion during the forthcoming visit of Prime Minister Sheikh Hasina to China.
Read the full news here: https://t.co/QvwpD4NKrR https://t.co/XW6DH5t26O",
"Adm Dinesh K Tripathi #CNS, on an official visit to #Bangladesh, called on HE Sheikh Hasina, Honâ€™ble Prime Minister of Bangladesh on #02Jul 24.
#CNS apprised the PM regarding the progress of ongoing bilateral maritime engagements between the #IndianNavy &amp; the #BangladeshNavy. https://t.co/BAe3T1T3IM",
"â€˜Futuristic Vision Of Cooperationâ€™: PM Modi, Sheikh Hasina Ink Pacts With Focus On Blue Economy, Space, Railways
https://t.co/vwrd8g44OF via NaMo App https://t.co/uuvdR2f1h2",
"At the invitation of Chinese Premier Li Qiang, Prime Minister Sheikh Hasina of the People's Republic of Bangladesh will pay an official visit to China from Jul. 8 to 10, foreign ministry spokesperson Mao Ning announced. #China #Bangladesh https://t.co/uqBzi5RLcp",
